"","V1","V2","V3"
"K11275","K11275","2","Haptophyta_K11275,Rhodophyta_K11275"
"K08572","K08572","2","Haptophyta_K08572,Ochrophyta_K08572"
"K12385","K12385","2","Haptophyta_K12385,Sarcomastigophora_K12385"
"K00680","K00680","2","Haptophyta_K00680,Ochrophyta_K00680"
"K07898","K07898","2","Haptophyta_K07898,Rhodophyta_K07898"
"K02150","K02150","2","Haptophyta_K02150,Rhodophyta_K02150"
"K02737","K02737","2","Haptophyta_K02737,Ochrophyta_K02737"
"K02974","K02974","2","Haptophyta_K02974,Ochrophyta_K02974"
"K02929","K02929","2","Haptophyta_K02929,Sarcomastigophora_K02929"
"K10206","K10206","2","Haptophyta_K10206,Crocosphaera_K10206"
"K01279","K01279","2","Haptophyta_K01279,Ochrophyta_K01279"
"K08677","K08677","2","Haptophyta_K08677,Sarcomastigophora_K08677"
"K00387","K00387","2","Haptophyta_K00387,Ochrophyta_K00387"
"K00392","K00392","2","Haptophyta_K00392,High-light Pro_K00392"
"K00231","K00231","2","Haptophyta_K00231,Ochrophyta_K00231"
"K00276","K00276","2","Haptophyta_K00276,Rhodophyta_K00276"
"K03250","K03250","2","Haptophyta_K03250,Ochrophyta_K03250"
"K00588","K00588","2","Haptophyta_K00588,Crocosphaera_K00588"
"K01616","K01616","2","Haptophyta_K01616,Ochrophyta_K01616"
"K15191","K15191","2","Haptophyta_K15191,Ochrophyta_K15191"
"K11088","K11088","2","Haptophyta_K11088,Rhodophyta_K11088"
"K00799","K00799","2","Haptophyta_K00799,Crocosphaera_K00799"
"K11188","K11188","2","Haptophyta_K11188,Ochrophyta_K11188"
"K02835","K02835","2","Haptophyta_K02835,Ochrophyta_K02835"
"K02836","K02836","2","Haptophyta_K02836,High-light Pro_K02836"
"K15111","K15111","2","Haptophyta_K15111,Ochrophyta_K15111"
"K00023","K00023","2","Haptophyta_K00023,Other Alphaproteobacteria_K00023"
"K15633","K15633","2","Haptophyta_K15633,Crocosphaera_K15633"
"K09288","K09288","2","Haptophyta_K09288,Sarcomastigophora_K09288"
"K00599","K00599","2","Haptophyta_K00599,Sarcomastigophora_K00599"
"K00141","K00141","2","Haptophyta_K00141,Ochrophyta_K00141"
"K07007","K07007","2","Haptophyta_K07007,Crocosphaera_K07007"
"K10908","K10908","2","Haptophyta_K10908,Viruses_K10908"
"K10582","K10582","2","Haptophyta_K10582,Ochrophyta_K10582"
"K03504","K03504","2","Haptophyta_K03504,Ochrophyta_K03504"
"K10257","K10257","2","Haptophyta_K10257,Crocosphaera_K10257"
"K02292","K02292","2","Haptophyta_K02292,Ochrophyta_K02292"
"K09753","K09753","2","Haptophyta_K09753,Ochrophyta_K09753"
"K08569","K08569","2","Haptophyta_K08569,Ochrophyta_K08569"
"K01907","K01907","2","Haptophyta_K01907,SAR11_K01907"
"K15683","K15683","2","Haptophyta_K15683,Ochrophyta_K15683"
"K10548","K10548","2","Haptophyta_K10548,Ochrophyta_K10548"
"K02495","K02495","2","Haptophyta_K02495,Crocosphaera_K02495"
"K05520","K05520","2","Haptophyta_K05520,Ochrophyta_K05520"
"K02912","K02912","2","Ochrophyta_K02912,Sarcomastigophora_K02912"
"K14402","K14402","2","Ochrophyta_K14402,Rhodophyta_K14402"
"K13821","K13821","2","Ochrophyta_K13821,Crocosphaera_K13821"
"K03969","K03969","2","Ochrophyta_K03969,Crocosphaera_K03969"
"K03453","K03453","2","Ochrophyta_K03453,--_K03453"
"K02055","K02055","2","Ochrophyta_K02055,SUP05/ARCTIC96BD-19_K02055"
"K01409","K01409","2","Ochrophyta_K01409,High-light Pro_K01409"
"K02536","K02536","2","Ochrophyta_K02536,Crocosphaera_K02536"
"K01262","K01262","2","Rhodophyta_K01262,SAR86_K01262"
"K00574","K00574","2","Rhodophyta_K00574,SAR11-like_K00574"
"K02493","K02493","2","Rhodophyta_K02493,High-light Pro_K02493"
"K01081","K01081","2","Rhodophyta_K01081,SAR86_K01081"
"K09015","K09015","2","Rhodophyta_K09015,Crocosphaera_K09015"
"K02285","K02285","2","Rhodophyta_K02285,Crocosphaera_K02285"
"K05376","K05376","2","Rhodophyta_K05376,Crocosphaera_K05376"
"K05377","K05377","2","Rhodophyta_K05377,Crocosphaera_K05377"
"K02284","K02284","2","Rhodophyta_K02284,Crocosphaera_K02284"
"K01890","K01890","2","Sarcomastigophora_K01890,Crocosphaera_K01890"
"K01776","K01776","2","Sarcomastigophora_K01776,Crocosphaera_K01776"
"K01772","K01772","2","Sarcomastigophora_K01772,Crocosphaera_K01772"
"K02316","K02316","2","Sarcomastigophora_K02316,SAR92_K02316"
"K16092","K16092","2","Sarcomastigophora_K16092,SAR92_K16092"
"K00974","K00974","2","Sarcomastigophora_K00974,SAR92_K00974"
"K01737","K01737","2","High-light Pro_K01737,Crocosphaera_K01737"
"K02116","K02116","2","Crocosphaera_K02116,SAR116_K02116"
"K00518","K00518","2","Crocosphaera_K00518,High-light Pro_K00518"
"K05813","K05813","2","SAR11_K05813,SAR11-like_K05813"
"K03596","K03596","2","High-light Pro_K03596,SAR11_K03596"
"K00688","K00688","2","Crocosphaera_K00688,High-light Pro_K00688"
"K02715","K02715","2","Eukaryota_K02715,Crocosphaera_K02715"
"K14331","K14331","2","High-light Pro_K14331,Crocosphaera_K14331"
"K03520","K03520","2","Roseobacter_K03520,SAR116_K03520"
"K02724","K02724","2","High-light Pro_K02724,Eukaryota_K02724"
"K08927","K08927","2","Other Alphaproteobacteria_K08927,Roseobacter_K08927"
"K02601","K02601","2","High-light Pro_K02601,Cyanothece_K02601"
"K02469","K02469","2","High-light Pro_K02469,OM60/NOR5_K02469"
"K04083","K04083","2","High-light Pro_K04083,OM60/NOR5_K04083"
"K02914","K02914","2","High-light Pro_K02914,Other Alphaproteobacteria_K02914"
"K06919","K06919","2","Crocosphaera_K06919,Cyanothece_K06919"
"K03667","K03667","2","SAR11-like_K03667,SAR92_K03667"
"K01687","K01687","2","High-light Pro_K01687,Crocosphaera_K01687"
"K13991","K13991","2","OM60/NOR5_K13991,Roseobacter_K13991"
"K00114","K00114","2","Other Gammaproteobacteria_K00114,Other Alphaproteobacteria_K00114"
"K08903","K08903","2","High-light Pro_K08903,Crocosphaera_K08903"
"K00510","K00510","2","Crocosphaera_K00510,High-light Pro_K00510"
"K09903","K09903","2","Crocosphaera_K09903,OM60/NOR5_K09903"
"K08226","K08226","2","Other Alphaproteobacteria_K08226,OM60/NOR5_K08226"
"K03431","K03431","2","Crocosphaera_K03431,SAR324_K03431"
"K00812","K00812","2","High-light Pro_K00812,SAR11_K00812"
"K13643","K13643","2","SAR116_K13643,Other Gammaproteobacteria_K13643"
"K03110","K03110","2","Crocosphaera_K03110,SAR11_K03110"
"K02713","K02713","2","Cyanothece_K02713,Eukaryota_K02713"
"K01929","K01929","2","High-light Pro_K01929,Crocosphaera_K01929"
"K00286","K00286","2","Crocosphaera_K00286,High-light Pro_K00286"
"K02259","K02259","2","Crocosphaera_K02259,SAR116_K02259"
"K05575","K05575","2","High-light Pro_K05575,Crocosphaera_K05575"
"K03711","K03711","2","SAR92_K03711,High-light Pro_K03711"
"K03531","K03531","2","Crocosphaera_K03531,High-light Pro_K03531"
"K09747","K09747","2","Crocosphaera_K09747,SAR324_K09747"
"K04755","K04755","2","SAR86_K04755,High-light Pro_K04755"
"K04751","K04751","2","Other Alphaproteobacteria_K04751,Crocosphaera_K04751"
"K08928","K08928","2","Other Alphaproteobacteria_K08928,Roseobacter_K08928"
"K07088","K07088","2","High-light Pro_K07088,SAR11_K07088"
"K01962","K01962","2","Crocosphaera_K01962,SAR92_K01962"
"K01870","K01870","2","High-light Pro_K01870,Other Bacteroidetes_K01870"
"K00128","K00128","2","Actinobacteria_K00128,Crocosphaera_K00128"
"K03644","K03644","2","SAR11-like_K03644,High-light Pro_K03644"
"K00184","K00184","2","Flavobacteriia_K00184,Other Bacteroidetes_K00184"
"K00700","K00700","2","Crocosphaera_K00700,High-light Pro_K00700"
"K02990","K02990","2","Crocosphaera_K02990,SAR116_K02990"
"K01681","K01681","2","SAR11_K01681,SAR11-like_K01681"
"K00347","K00347","2","SAR86_K00347,SAR92_K00347"
"K03664","K03664","2","SAR11_K03664,Crocosphaera_K03664"
"K02051","K02051","2","Other Alphaproteobacteria_K02051,Roseobacter_K02051"
"K03336","K03336","2","SAR116_K03336,SAR11_K03336"
"K01713","K01713","2","SAR11_K01713,SAR11-like_K01713"
"K03594","K03594","2","--_K03594,Crocosphaera_K03594"
"K00058","K00058","2","Crocosphaera_K00058,High-light Pro_K00058"
"K01963","K01963","2","Crocosphaera_K01963,High-light Pro_K01963"
"K11959","K11959","2","High-light Pro_K11959,Verrucomicrobia_K11959"
"K00303","K00303","2","SAR11_K00303,Other Alphaproteobacteria_K00303"
"K01992","K01992","2","High-light Pro_K01992,SAR11_K01992"
"K09860","K09860","2","Other Gammaproteobacteria_K09860,SAR116_K09860"
"K02897","K02897","2","SAR11_K02897,Crocosphaera_K02897"
"K10232","K10232","2","Roseobacter_K10232,Chloroflexi_K10232"
"K06282","K06282","2","Crocosphaera_K06282,SAR324_K06282"
"K02691","K02691","2","Crocosphaera_K02691,--_K02691"
"K07277","K07277","2","Crocosphaera_K07277,Marinimicrobia_K07277"
"K05979","K05979","2","High-light Pro_K05979,Crocosphaera_K05979"
"K11601","K11601","2","Crocosphaera_K11601,High-light Pro_K11601"
"K01999","K01999","2","Roseobacter_K01999,Other Gammaproteobacteria_K01999"
"K00496","K00496","2","Other Gammaproteobacteria_K00496,Roseobacter_K00496"
"K03574","K03574","2","Other Gammaproteobacteria_K03574,SAR92_K03574"
"K00350","K00350","2","SAR92_K00350,SAR86_K00350"
"K10697","K10697","2","Crocosphaera_K10697,High-light Pro_K10697"
"K02692","K02692","2","Crocosphaera_K02692,Eukaryota_K02692"
"K01669","K01669","2","SUP05/ARCTIC96BD-19_K01669,SAR86_K01669"
"K03640","K03640","2","Other Alphaproteobacteria_K03640,SAR116_K03640"
"K11337","K11337","2","OM60/NOR5_K11337,Roseobacter_K11337"
"K11145","K11145","2","Crocosphaera_K11145,High-light Pro_K11145"
"K03168","K03168","2","SAR11-like_K03168,SAR116_K03168"
"K01876","K01876","2","SAR11_K01876,Crocosphaera_K01876"
"K05838","K05838","2","Crocosphaera_K05838,SAR11-like_K05838"
"K10117","K10117","2","Roseobacter_K10117,--_K10117"
"K09748","K09748","2","SAR86_K09748,SAR92_K09748"
"K01652","K01652","2","Crocosphaera_K01652,Other Alphaproteobacteria_K01652"
"K02609","K02609","2","Other Alphaproteobacteria_K02609,Flavobacteriia_K02609"
"K19032","K19032","2","High-light Pro_K19032,Crocosphaera_K19032"
"K03106","K03106","2","SAR92_K03106,Crocosphaera_K03106"
"K07040","K07040","2","OM60/NOR5_K07040,SAR92_K07040"
"K01928","K01928","2","Crocosphaera_K01928,Flavobacteriia_K01928"
"K14330","K14330","2","High-light Pro_K14330,Crocosphaera_K14330"
"K02012","K02012","2","SAR116_K02012,SAR11-like_K02012"
"K07080","K07080","2","SAR11_K07080,SAR116_K07080"
"K01626","K01626","2","SAR11-like_K01626,High-light Pro_K01626"
"K00800","K00800","2","SAR86_K00800,SAR92_K00800"
"K02396","K02396","2","--_K02396,Firmicutes_K02396"
"K01951","K01951","2","High-light Pro_K01951,Crocosphaera_K01951"
"K02410","K02410","2","SAR92_K02410,Firmicutes_K02410"
"K03474","K03474","2","Crocosphaera_K03474,High-light Pro_K03474"
"K03529","K03529","2","SAR86_K03529,Crocosphaera_K03529"
"K11069","K11069","2","SAR324_K11069,Roseobacter_K11069"
"K02470","K02470","2","Euryarchaeota_K02470,SAR86_K02470"
