"","taxon","kegg_KO","signal_ID","cluster","silhouette_width","neighbor_cluster","signal","name_short","name","pathway","taxon_group","notes"
"1115","Chlorophyta","K01803",2959,"Morning",0.313324580063915,"Afternoon","Chlorophyta_K01803","TPI, tpiA"," triosephosphate isomerase (TIM) [EC:5.3.1.1]","Glycolysis / Gluconeogenesis","eukaryotic",""
"1116","Chlorophyta","K07575",430,"Night",-0.0163722141659441,"Morning","Chlorophyta_K07575",NA,NA,NA,"eukaryotic",""
"1117","Chlorophyta","K11380",428,"Night",0.214856421668416,"Morning","Chlorophyta_K11380",NA,NA,NA,"eukaryotic",""
"1118","Chlorophyta","K10860",4258,"Dusk",0.181082391360997,"Night","Chlorophyta_K10860",NA,NA,NA,"eukaryotic",""
"1119","Chlorophyta","K01179",435,"Night",0.1043012616016,"Morning","Chlorophyta_K01179","E3.2.1.4"," endoglucanase [EC:3.2.1.4]","Starch and sucrose metabolism","eukaryotic",""
"1120","Chlorophyta","K05606",439,"Night",0.187752847156195,"Morning","Chlorophyta_K05606",NA,NA,NA,"eukaryotic",""
"1121","Chlorophyta","K01376",4210,"Dusk",0.126333645939041,"Night","Chlorophyta_K01376",NA,NA,NA,"eukaryotic",""
"1122","Chlorophyta","K16833",2982,"Morning",0.136594239113205,"Night","Chlorophyta_K16833",NA,NA,NA,"eukaryotic",""
"1123","Chlorophyta","K08912",2919,"Morning",0.240943040431392,"Afternoon","Chlorophyta_K08912",NA,NA,NA,"eukaryotic",""
"1124","Chlorophyta","K05633",410,"Night",-0.0113024768331356,"Dusk","Chlorophyta_K05633",NA,NA,NA,"eukaryotic",""
"1125","Chlorophyta","K14554",409,"Night",0.178994325045034,"Morning","Chlorophyta_K14554",NA,NA,NA,"eukaryotic",""
"1126","Chlorophyta","K15356",2974,"Morning",0.230732053908956,"Night","Chlorophyta_K15356",NA,NA,NA,"eukaryotic",""
"1127","Chlorophyta","K00278",1640,"Afternoon",0.205321336722108,"Dusk","Chlorophyta_K00278","nadB"," L-aspartate oxidase [EC:1.4.3.16]","Alanine, aspartate and glutamate metabolism","eukaryotic",""
"1128","Chlorophyta","K08511",448,"Night",-0.0417003431428403,"Dusk","Chlorophyta_K08511",NA,NA,NA,"eukaryotic",""
"1129","Chlorophyta","K04210",468,"Night",0.205904798505371,"Morning","Chlorophyta_K04210",NA,NA,NA,"eukaryotic",""
"1130","Chlorophyta","K00240",1645,"Afternoon",0.177241162250362,"Dusk","Chlorophyta_K00240","sdhB, frdB"," succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]","Citrate cycle (TCA cycle)","eukaryotic",""
"1131","Chlorophyta","K08738",4220,"Dusk",0.281773381525671,"Night","Chlorophyta_K08738","CYC"," cytochrome c","Oxidative phosphorylation","eukaryotic",""
"1132","Chlorophyta","K08981",2979,"Morning",0.250384709016459,"Night","Chlorophyta_K08981",NA,NA,NA,"eukaryotic",""
"1133","Chlorophyta","K01493",390,"Night",0.0191280033498965,"Morning","Chlorophyta_K01493","comEB"," dCMP deaminase [EC:3.5.4.12]","Pyrimidine metabolism","eukaryotic",""
"1134","Chlorophyta","K12399",396,"Night",0.0643205064643571,"Morning","Chlorophyta_K12399",NA,NA,NA,"eukaryotic",""
"1135","Chlorophyta","K02867",420,"Night",0.253379096459014,"Morning","Chlorophyta_K02867","RP-L11, MRPL11, rplK"," large subunit ribosomal protein L11","Ribosome","eukaryotic",""
"1136","Chlorophyta","K09913",363,"Night",0.126216418446806,"Dusk","Chlorophyta_K09913",NA,NA,NA,"eukaryotic",""
"1137","Chlorophyta","K08907",2916,"Morning",0.285823082101173,"Afternoon","Chlorophyta_K08907",NA,NA,NA,"eukaryotic",""
"1138","Chlorophyta","K03770",4232,"Dusk",0.321287544894122,"Afternoon","Chlorophyta_K03770","ppiD"," peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]","[]","eukaryotic",""
"1139","Chlorophyta","K04772",1642,"Afternoon",0.193161349692403,"Morning","Chlorophyta_K04772","degQ, hhoA"," serine protease DegQ [EC:3.4.21.-]","Two-component system","eukaryotic",""
"1140","Chlorophyta","K01100",2949,"Morning",0.230662475832379,"Night","Chlorophyta_K01100",NA,NA,NA,"eukaryotic",""
"1141","Chlorophyta","K09512",2926,"Morning",0.0599634469337171,"Night","Chlorophyta_K09512",NA,NA,NA,"eukaryotic",""
"1142","Chlorophyta","K00283",2960,"Morning",0.161945034132616,"Afternoon","Chlorophyta_K00283",NA,NA,NA,"eukaryotic",""
"1143","Chlorophyta","K10264",4254,"Dusk",0.0735098720730102,"Night","Chlorophyta_K10264",NA,NA,NA,"eukaryotic",""
"1144","Chlorophyta","K03089",402,"Night",0.134995159885037,"Morning","Chlorophyta_K03089","rpoH"," RNA polymerase sigma-32 factor","[]","eukaryotic",""
"1145","Chlorophyta","K14637",441,"Night",0.187752847156195,"Morning","Chlorophyta_K14637",NA,NA,NA,"eukaryotic",""
"1146","Chlorophyta","K08617",2978,"Morning",0.126049574723008,"Afternoon","Chlorophyta_K08617",NA,NA,NA,"eukaryotic",""
"1147","Chlorophyta","K01115",372,"Night",0.218965883020233,"Dusk","Chlorophyta_K01115",NA,NA,NA,"eukaryotic",""
"1148","Chlorophyta","K03031",4234,"Dusk",0.320192889398921,"Afternoon","Chlorophyta_K03031",NA,NA,NA,"eukaryotic",""
"1149","Chlorophyta","K05679",374,"Night",0.10046796622788,"Morning","Chlorophyta_K05679",NA,NA,NA,"eukaryotic",""
"1150","Chlorophyta","K00485",423,"Night",0.148043695786611,"Dusk","Chlorophyta_K00485",NA,NA,NA,"eukaryotic",""
"1151","Chlorophyta","K00486",419,"Night",0.184025773844698,"Morning","Chlorophyta_K00486",NA,NA,NA,"eukaryotic",""
"1152","Chlorophyta","K13162",341,"Night",0.203617530617803,"Dusk","Chlorophyta_K13162",NA,NA,NA,"eukaryotic",""
"1153","Chlorophyta","K00331",397,"Night",0.0129561988581962,"Dusk","Chlorophyta_K00331","nuoB"," NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]","Oxidative phosphorylation","eukaryotic",""
"1154","Chlorophyta","K01429",4224,"Dusk",0.282000573549365,"Night","Chlorophyta_K01429",NA,NA,NA,"eukaryotic",""
"1155","Chlorophyta","K04946",444,"Night",0.0554940420510663,"Morning","Chlorophyta_K04946",NA,NA,NA,"eukaryotic",""
"1156","Chlorophyta","K06126",417,"Night",0.0422521262068962,"Morning","Chlorophyta_K06126",NA,NA,NA,"eukaryotic",""
"1157","Chlorophyta","K03231",4190,"Dusk",0.218987369060491,"Afternoon","Chlorophyta_K03231","EEF1A"," elongation factor 1-alpha","RNA transport","eukaryotic",""
"1158","Chlorophyta","K01316",360,"Night",0.0211966755936251,"Morning","Chlorophyta_K01316",NA,NA,NA,"eukaryotic",""
"1159","Chlorophyta","K06236",2969,"Morning",0.166531690691837,"Night","Chlorophyta_K06236",NA,NA,NA,"eukaryotic",""
"1160","Chlorophyta","K00586",453,"Night",0.144931284048404,"Morning","Chlorophyta_K00586",NA,NA,NA,"eukaryotic",""
"1161","Chlorophyta","K02705",1650,"Afternoon",0.279505178296833,"Dusk","Chlorophyta_K02705","psbC"," photosystem II CP43 chlorophyll apoprotein","Photosynthesis","eukaryotic",""
"1162","Chlorophyta","K01918",4233,"Dusk",0.116259892225217,"Afternoon","Chlorophyta_K01918",NA,NA,NA,"eukaryotic",""
"1163","Chlorophyta","K03639",421,"Night",0.223891832003478,"Morning","Chlorophyta_K03639","moaA, CNX2"," GTP 3,8-cyclase [EC:4.1.99.22]","Folate biosynthesis","eukaryotic",""
"1164","Chlorophyta","K10863",364,"Night",-0.00257311306318197,"Morning","Chlorophyta_K10863",NA,NA,NA,"eukaryotic",""
"1165","Chlorophyta","K01613",376,"Night",0.260980022043144,"Dusk","Chlorophyta_K01613",NA,NA,NA,"eukaryotic",""
"1166","Chlorophyta","K00598",429,"Night",0.0187112732756122,"Morning","Chlorophyta_K00598",NA,NA,NA,"eukaryotic",""
"1167","Chlorophyta","K02719",2981,"Morning",0.273735048612609,"Afternoon","Chlorophyta_K02719","psbU"," photosystem II PsbU protein","Photosynthesis","eukaryotic",""
"1168","Chlorophyta","K12988",465,"Night",0.0623442787690094,"Morning","Chlorophyta_K12988",NA,NA,NA,"eukaryotic",""
"1169","Chlorophyta","K14048",4226,"Dusk",0.300658481973003,"Night","Chlorophyta_K14048","ureAB"," urease subunit gamma/beta [EC:3.5.1.5]","Arginine biosynthesis","eukaryotic",""
"1170","Chlorophyta","K02880",4175,"Dusk",0.17280664439486,"Night","Chlorophyta_K02880",NA,NA,NA,"eukaryotic",""
"1171","Chlorophyta","K02358",1652,"Afternoon",0.217292006579153,"Dusk","Chlorophyta_K02358","tuf, TUFM"," elongation factor Tu","[]","eukaryotic",""
"1172","Chlorophyta","K13019",464,"Night",0.132215464473887,"Dusk","Chlorophyta_K13019",NA,NA,NA,"eukaryotic",""
"1173","Chlorophyta","K00927",2951,"Morning",0.345676197367109,"Afternoon","Chlorophyta_K00927","PGK, pgk"," phosphoglycerate kinase [EC:2.7.2.3]","Glycolysis / Gluconeogenesis","eukaryotic",""
"1174","Chlorophyta","K12504",450,"Night",0.0910624834925432,"Dusk","Chlorophyta_K12504",NA,NA,NA,"eukaryotic",""
"1175","Chlorophyta","K05644",355,"Night",0.206154337263983,"Morning","Chlorophyta_K05644",NA,NA,NA,"eukaryotic",""
"1176","Chlorophyta","K06689",4174,"Dusk",0.155303467161919,"Afternoon","Chlorophyta_K06689",NA,NA,NA,"eukaryotic",""
"1177","Chlorophyta","K13538",365,"Night",0.0842147960173453,"Dusk","Chlorophyta_K13538",NA,NA,NA,"eukaryotic",""
"1178","Chlorophyta","K07759",1660,"Afternoon",0.157508973238102,"Morning","Chlorophyta_K07759",NA,NA,NA,"eukaryotic",""
"1179","Chlorophyta","K05308",438,"Night",0.187752847156195,"Morning","Chlorophyta_K05308",NA,NA,NA,"eukaryotic",""
"1180","Chlorophyta","K10423",4229,"Dusk",0.0899680292137964,"Night","Chlorophyta_K10423",NA,NA,NA,"eukaryotic",""
"1181","Chlorophyta","K08908",2917,"Morning",0.159159257433582,"Night","Chlorophyta_K08908",NA,NA,NA,"eukaryotic",""
"1182","Chlorophyta","K00605",1656,"Afternoon",0.0180581974644787,"Morning","Chlorophyta_K00605","gcvT, AMT"," aminomethyltransferase [EC:2.1.2.10]","Glyoxylate and dicarboxylate metabolism","eukaryotic",""
"1183","Chlorophyta","K08914",2921,"Morning",0.255595677539115,"Afternoon","Chlorophyta_K08914",NA,NA,NA,"eukaryotic",""
"1184","Chlorophyta","K12417",442,"Night",0.19373822377566,"Dusk","Chlorophyta_K12417",NA,NA,NA,"eukaryotic",""
"1185","Chlorophyta","K01427",4222,"Dusk",0.262913087718917,"Night","Chlorophyta_K01427",NA,NA,NA,"eukaryotic",""
"1186","Chlorophyta","K02543",366,"Night",0.203509324792711,"Morning","Chlorophyta_K02543",NA,NA,NA,"eukaryotic",""
"1187","Chlorophyta","K11338",4189,"Dusk",0.290787172029656,"Afternoon","Chlorophyta_K11338",NA,NA,NA,"eukaryotic",""
"1188","Chlorophyta","K00175",4251,"Dusk",0.309324205227298,"Afternoon","Chlorophyta_K00175","korB, oorB, oforB"," 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]","Citrate cycle (TCA cycle)","eukaryotic",""
"1189","Chlorophyta","K00031",4206,"Dusk",0.220000005889014,"Afternoon","Chlorophyta_K00031","IDH1, IDH2, icd"," isocitrate dehydrogenase [EC:1.1.1.42]","Citrate cycle (TCA cycle)","eukaryotic",""
"1190","Chlorophyta","K08815",342,"Night",0.0317628941700501,"Morning","Chlorophyta_K08815",NA,NA,NA,"eukaryotic",""
"1191","Chlorophyta","K02575",406,"Night",0.180879062693175,"Dusk","Chlorophyta_K02575","NRT, narK, nrtP, nasA"," MFS transporter, NNP family, nitrate/nitrite transporter","Transport","eukaryotic",""
"1192","Chlorophyta","K02887",4248,"Dusk",0.254783125744311,"Afternoon","Chlorophyta_K02887","RP-L20, MRPL20, rplT"," large subunit ribosomal protein L20","Ribosome","eukaryotic",""
"1193","Chlorophyta","K02636",2962,"Morning",0.13577647930622,"Afternoon","Chlorophyta_K02636","petC"," cytochrome b6-f complex iron-sulfur subunit [EC:1.10.9.1]","Photosynthesis","eukaryotic",""
"1194","Chlorophyta","K05864",4179,"Dusk",0.365858226522704,"Afternoon","Chlorophyta_K05864",NA,NA,NA,"eukaryotic",""
"1195","Chlorophyta","K10838",346,"Night",0.256692850468331,"Morning","Chlorophyta_K10838",NA,NA,NA,"eukaryotic",""
"1196","Chlorophyta","K14676",361,"Night",0.116353690835052,"Morning","Chlorophyta_K14676",NA,NA,NA,"eukaryotic",""
"1197","Chlorophyta","K13165",452,"Night",0.170586091874917,"Morning","Chlorophyta_K13165",NA,NA,NA,"eukaryotic",""
"1198","Chlorophyta","K05738",4253,"Dusk",0.261114009350424,"Afternoon","Chlorophyta_K05738",NA,NA,NA,"eukaryotic",""
"1199","Chlorophyta","K01602",2953,"Morning",0.131509502345124,"Night","Chlorophyta_K01602","rbcS"," ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]","Carbon fixation in photosynthetic organisms","eukaryotic",""
"1200","Chlorophyta","K01899",4213,"Dusk",0.286333593966299,"Night","Chlorophyta_K01899",NA,NA,NA,"eukaryotic",""
"1201","Chlorophyta","K05756",4247,"Dusk",0.135890442486739,"Night","Chlorophyta_K05756",NA,NA,NA,"eukaryotic",""
"1202","Chlorophyta","K08151",455,"Night",0.128714597643546,"Morning","Chlorophyta_K08151",NA,NA,NA,"eukaryotic",""
"1203","Chlorophyta","K12172",4202,"Dusk",0.333553814739947,"Afternoon","Chlorophyta_K12172",NA,NA,NA,"eukaryotic",""
"1204","Chlorophyta","K08911",2918,"Morning",0.148943888355974,"Night","Chlorophyta_K08911",NA,NA,NA,"eukaryotic",""
"1205","Chlorophyta","K03935",4242,"Dusk",0.161084970550983,"Afternoon","Chlorophyta_K03935","NDUFS2"," NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:7.1.1.2 1.6.99.3]","Oxidative phosphorylation","eukaryotic",""
"1206","Chlorophyta","K01750",2968,"Morning",0.086372221053893,"Afternoon","Chlorophyta_K01750",NA,NA,NA,"eukaryotic",""
"1207","Chlorophyta","K03136",4231,"Dusk",0.192677103045033,"Night","Chlorophyta_K03136",NA,NA,NA,"eukaryotic",""
"1208","Chlorophyta","K14736",462,"Night",0.0293862706908996,"Morning","Chlorophyta_K14736",NA,NA,NA,"eukaryotic",""
"1209","Chlorophyta","K00234",1639,"Afternoon",0.223769112147102,"Dusk","Chlorophyta_K00234",NA,NA,NA,"eukaryotic",""
"1210","Chlorophyta","K14794",354,"Night",0.158130896336501,"Morning","Chlorophyta_K14794",NA,NA,NA,"eukaryotic",""
"1211","Chlorophyta","K02935",413,"Night",0.137098459296762,"Morning","Chlorophyta_K02935","RP-L7, MRPL12, rplL"," large subunit ribosomal protein L7/L12","Ribosome","eukaryotic",""
"1212","Chlorophyta","K10248",1649,"Afternoon",0.0412591052423188,"Dusk","Chlorophyta_K10248",NA,NA,NA,"eukaryotic",""
"1213","Chlorophyta","K02706",1651,"Afternoon",0.279505178296833,"Dusk","Chlorophyta_K02706","psbD"," photosystem II P680 reaction center D2 protein [EC:1.10.3.9]","Photosynthesis","eukaryotic",""
"1214","Chlorophyta","K07472",4193,"Dusk",0.316468916930433,"Afternoon","Chlorophyta_K07472",NA,NA,NA,"eukaryotic",""
"1215","Chlorophyta","K09640",459,"Night",0.175792599938973,"Morning","Chlorophyta_K09640",NA,NA,NA,"eukaryotic",""
"1216","Chlorophyta","K13242",446,"Night",0.0171369517478732,"Dusk","Chlorophyta_K13242",NA,NA,NA,"eukaryotic",""
"1217","Chlorophyta","K14776",373,"Night",0.157579569971136,"Morning","Chlorophyta_K14776",NA,NA,NA,"eukaryotic",""
"1218","Chlorophyta","K07767",343,"Night",0.0252514459951695,"Dusk","Chlorophyta_K07767",NA,NA,NA,"eukaryotic",""
"1219","Chlorophyta","K03008",378,"Night",0.233131937259546,"Morning","Chlorophyta_K03008",NA,NA,NA,"eukaryotic",""
"1220","Chlorophyta","K01568",457,"Night",0.212841844941716,"Morning","Chlorophyta_K01568",NA,NA,NA,"eukaryotic",""
"1221","Chlorophyta","K08916",2922,"Morning",0.309064943969407,"Afternoon","Chlorophyta_K08916",NA,NA,NA,"eukaryotic",""
"1222","Chlorophyta","K08910",334,"Night",0.0908850970532669,"Morning","Chlorophyta_K08910",NA,NA,NA,"eukaryotic",""
"1223","Chlorophyta","K01373",4196,"Dusk",0.290953374973673,"Night","Chlorophyta_K01373",NA,NA,NA,"eukaryotic",""
"1224","Chlorophyta","K14788",401,"Night",0.0931095240883738,"Morning","Chlorophyta_K14788",NA,NA,NA,"eukaryotic",""
"1225","Chlorophyta","K02916",340,"Night",0.139862646504013,"Dusk","Chlorophyta_K02916","RP-L35, MRPL35, rpmI"," large subunit ribosomal protein L35","Ribosome","eukaryotic",""
"1226","Chlorophyta","K17527",4250,"Dusk",0.0787267712277922,"Night","Chlorophyta_K17527",NA,NA,NA,"eukaryotic",""
"1227","Chlorophyta","K07925",2971,"Morning",0.119658727216143,"Night","Chlorophyta_K07925",NA,NA,NA,"eukaryotic",""
"1228","Chlorophyta","K15463",389,"Night",0.112970762157669,"Dusk","Chlorophyta_K15463",NA,NA,NA,"eukaryotic",""
"1229","Chlorophyta","K02258",2963,"Morning",0.227527247413728,"Night","Chlorophyta_K02258","COX11, ctaG"," cytochrome c oxidase assembly protein subunit 11","Oxidative phosphorylation","eukaryotic",""
"1230","Chlorophyta","K08909",333,"Night",0.0172348986296402,"Morning","Chlorophyta_K08909",NA,NA,NA,"eukaryotic",""
"1231","Chlorophyta","K15716",2964,"Morning",0.0331445321538378,"Night","Chlorophyta_K15716",NA,NA,NA,"eukaryotic",""
"1232","Chlorophyta","K05584",353,"Night",0.113394269995344,"Morning","Chlorophyta_K05584","ndhM"," NAD(P)H-quinone oxidoreductase subunit M [EC:7.1.1.2]","Oxidative phosphorylation","eukaryotic",""
"1233","Chlorophyta","K01430",4225,"Dusk",0.253406846249452,"Night","Chlorophyta_K01430",NA,NA,NA,"eukaryotic",""
"1234","Chlorophyta","K17240",2976,"Morning",0.199303430155474,"Night","Chlorophyta_K17240",NA,NA,NA,"eukaryotic",""
"1235","Chlorophyta","K01807",2936,"Morning",0.0877382485136474,"Night","Chlorophyta_K01807","rpiA"," ribose 5-phosphate isomerase A [EC:5.3.1.6]","Pentose phosphate pathway","eukaryotic",""
"1236","Chlorophyta","K09763",2958,"Morning",0.0691874624426288,"Night","Chlorophyta_K09763",NA,NA,NA,"eukaryotic",""
"1237","Chlorophyta","K02355",2930,"Morning",0.111761952743706,"Night","Chlorophyta_K02355","fusA, GFM, EFG"," elongation factor G","[]","eukaryotic",""
"1238","Chlorophyta","K01012",4230,"Dusk",0.297312219263619,"Afternoon","Chlorophyta_K01012","bioB"," biotin synthase [EC:2.8.1.6]","Biotin metabolism","eukaryotic",""
"1239","Chlorophyta","K11129",405,"Night",0.0748529427060318,"Dusk","Chlorophyta_K11129",NA,NA,NA,"eukaryotic",""
"1240","Chlorophyta","K03086",382,"Night",0.232142432347839,"Morning","Chlorophyta_K03086","rpoD"," RNA polymerase primary sigma factor","[]","eukaryotic",""
"1241","Chlorophyta","K02906",4181,"Dusk",0.298702907783331,"Night","Chlorophyta_K02906","RP-L3, MRPL3, rplC"," large subunit ribosomal protein L3","Ribosome","eukaryotic",""
"1242","Chlorophyta","K05878",2956,"Morning",0.0471113039157104,"Night","Chlorophyta_K05878","dhaK"," phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]","Glycerolipid metabolism","eukaryotic",""
"1243","Chlorophyta","K12471",2934,"Morning",0.0834331683118964,"Night","Chlorophyta_K12471",NA,NA,NA,"eukaryotic",""
"1244","Chlorophyta","K09407",460,"Night",-0.0293069801125385,"Dusk","Chlorophyta_K09407",NA,NA,NA,"eukaryotic",""
"1245","Chlorophyta","K02889",4245,"Dusk",0.388489717564426,"Afternoon","Chlorophyta_K02889",NA,NA,NA,"eukaryotic",""
"1246","Chlorophyta","K01464",403,"Night",0.0244936671679584,"Morning","Chlorophyta_K01464","DPYS, dht, hydA"," dihydropyrimidinase [EC:3.5.2.2]","Pyrimidine metabolism","eukaryotic",""
"1247","Chlorophyta","K02949",347,"Night",0.0325506828546656,"Dusk","Chlorophyta_K02949",NA,NA,NA,"eukaryotic",""
"1248","Chlorophyta","K07862",463,"Night",0.274319969654206,"Morning","Chlorophyta_K07862",NA,NA,NA,"eukaryotic",""
"1249","Chlorophyta","K05863",4207,"Dusk",0.405433575871029,"Afternoon","Chlorophyta_K05863",NA,NA,NA,"eukaryotic",""
"1250","Chlorophyta","K01802",4177,"Dusk",0.380396494962871,"Afternoon","Chlorophyta_K01802","E5.2.1.8"," peptidylprolyl isomerase [EC:5.2.1.8]","[]","eukaryotic",""
"1251","Chlorophyta","K08734",349,"Night",0.163482100284512,"Dusk","Chlorophyta_K08734",NA,NA,NA,"eukaryotic",""
"1252","Chlorophyta","K12600",427,"Night",0.244840787719893,"Morning","Chlorophyta_K12600",NA,NA,NA,"eukaryotic",""
"1253","Chlorophyta","K00338",4208,"Dusk",0.230405127589616,"Night","Chlorophyta_K00338","nuoI"," NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]","Oxidative phosphorylation","eukaryotic",""
"1254","Chlorophyta","K15422",387,"Night",0.112175835922351,"Dusk","Chlorophyta_K15422",NA,NA,NA,"eukaryotic",""
"1255","Chlorophyta","K09508",2961,"Morning",0.190812413630636,"Afternoon","Chlorophyta_K09508",NA,NA,NA,"eukaryotic",""
"1256","Chlorophyta","K08913",2920,"Morning",0.240270427848506,"Afternoon","Chlorophyta_K08913",NA,NA,NA,"eukaryotic",""
"1257","Chlorophyta","K03497",2950,"Morning",0.180132014644819,"Night","Chlorophyta_K03497","parB, spo0J"," chromosome partitioning protein, ParB family","[]","eukaryotic",""
"1258","Chlorophyta","K01771",2952,"Morning",0.198608394290412,"Afternoon","Chlorophyta_K01771",NA,NA,NA,"eukaryotic",""
"1259","Chlorophyta","K01714",392,"Night",0.183833093190282,"Dusk","Chlorophyta_K01714","dapA"," 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]","Lysine biosynthesis","eukaryotic",""
"1260","Chlorophyta","K05683",336,"Night",0.245771378980165,"Morning","Chlorophyta_K05683",NA,NA,NA,"eukaryotic",""
"1261","Chlorophyta","K04103",375,"Night",0.184284279967654,"Morning","Chlorophyta_K04103",NA,NA,NA,"eukaryotic",""
"1262","Chlorophyta","K04986",454,"Night",0.192961444352284,"Morning","Chlorophyta_K04986",NA,NA,NA,"eukaryotic",""
"1263","Chlorophyta","K07199",2942,"Morning",0.151276138686851,"Afternoon","Chlorophyta_K07199",NA,NA,NA,"eukaryotic",""
